,A,B,C,E,F,G,H,I,J,K
2452,4308.8533113573285,4310.822022066893,317.7,74.25210719418278,62.90123338008117,73.06595611988399,-8.697367802829127,38.22248349488767,15.85535466,87.66182490000001
2453,4309.89255250395,4311.862378914838,285.7,74.60856059600998,63.32519737077503,72.0223713192133,-8.986956498615488,38.75534539329549,65.40642722,80.93888841
2454,4312.683652277222,4314.656478922582,303.15,74.54644402592692,63.292221968300176,72.59239887944119,-9.126333437316816,38.73731900126694,11.23974916,67.3599952
