27-Jan-03,3335.3770000000004,3247.7100000000005,-87.63999999999987,16.177567769211613,28.36988291575481,30.379809354472343,,-83.8224322307884,59.827080438474624,-159.13991859967993,Down
28-Jan-03,3328.626,3267.84,-89.84999999999991,33.712865564674566,30.194019213154935,34.256797723986836,,-66.28713443532544,2.1637034552163135,-117.40229993350232,Up
29-Jan-03,3316.6589999999997,3238.02,-135.5,16.477863830770875,27.979629430428908,23.033935733922235,,-83.52213616922913,75.52809884416077,-93.19481465780304,Down
30-Jan-03,3301.2949999999996,3219.8800000000006,-150.50999999999976,5.993526759912086,23.076391432844993,15.735950044603115,,-94.00647324008791,93.58220403988696,-89.34091330969254,Down
31-Jan-03,3289.2940000000003,3250.3800000000006,-91.50999999999976,30.313795145056392,20.929532605381738,26.147791867074844,,-69.68620485494361,12.178387650085568,-69.57239731799386,Up
3-Feb-03,3283.0880000000006,3279.8300000000004,-74.30999999999995,47.99166914608748,23.503829053669264,37.71186440677967,,-52.00833085391252,11.074029126213857,-16.259972327857227,Up
4-Feb-03,3275.4870000000005,3278.1300000000006,-78.90999999999985,46.980065456709426,24.78047963161518,34.293507459602466,,-53.01993454329058,72.85106382978677,8.001565510711185,Down
5-Feb-03,3265.3910000000005,3256.0799999999995,-72.09999999999991,35.29995657298844,24.58523165483668,30.667892156862735,,-64.70004342701155,55.18781192540091,-18.475353184336832,Down
6-Feb-03,3263.117,3305.44,17.579999999999927,75.09540636042418,31.39373488125948,45.96264469852997,-19.003177520327675,-24.90459363957582,9.889731219848011,78.3688616715714,Up
7-Feb-03,3262.308,3279.7699999999995,32.059999999999945,71.95535714285727,37.999807374869235,48.48484848484846,-15.88317587830298,-28.044642857142726,92.52221881703939,89.19745368398586,Down
10-Feb-03,3263.2230000000004,3256.86,-10.980000000000018,51.500000000000256,41.5320505979481,51.83197853681979,-15.067325250434145,-48.49999999999974,84.89457310749982,6.493057445344783,Down
11-Feb-03,3262.5860000000002,3261.47,23.449999999999818,55.6160714285714,43.722371184337774,48.640109303616335,-15.546013156833851,-44.383928571428605,59.396433470508406,1.051375285981241,Down
12-Feb-03,3263.5350000000008,3247.51,27.63000000000011,43.151785714286056,46.3897633726893,52.17311655598816,-15.651016129407004,-56.84821428571395,65.12788521522049,-41.26476669364878,Down
14-Feb-03,3263.888,3223.41,-26.970000000000255,21.633928571428587,47.95380355384095,50.78685747403142,-16.709698813501827,-78.36607142857142,85.87047939444925,-103.46952529648044,Down
17-Feb-03,3267.0950000000003,3282.4499999999994,2.619999999999891,69.04428402111837,51.826852441447144,56.3417045679256,-18.00031183248823,-30.955715978881628,11.96536342167511,20.906409237388313,Up
18-Feb-03,3268.021,3289.09,10.960000000000036,76.19868548647807,54.64755407548621,52.01269344461838,-15.134075790920344,-23.80131451352193,71.75615212527879,76.7315970360398,Up
19-Feb-03,3270.4120000000003,3302.0399999999995,45.960000000000036,84.14965302222652,58.36451283203792,54.9546189232873,-12.137666488970892,-15.85034697777348,92.97935103244816,103.34677170402617,Down
20-Feb-03,3275.126,3303.22,-2.2200000000002547,85.33641758020684,63.368158932759755,60.693222030668714,-8.845208931054664,-14.663582419793162,19.96565049377457,64.38929533014048,Up
21-Feb-03,3275.3020000000006,3307.1999999999994,27.429999999999836,89.33923363170035,64.79254165988736,50.50274223034729,-6.040612258812706,-10.66076636829964,33.826638477801616,74.17713389420253,Up
24-Feb-03,3279.5420000000004,3322.1699999999996,65.30999999999995,84.22590068159687,66.01959601376133,62.90008518924187,-3.3244576039913807,-15.77409931840313,83.21917808219156,104.29216728947027,Up
25-Feb-03,3282.0480000000002,3281.9199999999996,20.450000000000273,51.566049983771556,66.02620101213846,56.89674152355789,-0.7889967473755116,-48.43395001622845,92.29754682141893,19.56297641123936,Down
26-Feb-03,3281.9490000000005,3260.48,12.9699999999998,34.16910094125288,63.8815039634066,49.75064228502349,-1.6003883248846167,-65.83089905874712,95.60700504600767,-33.03928809500607,Down
27-Feb-03,3284.932,3277.34,53.93000000000029,47.84972411554701,64.3512978035327,57.405292686559704,-3.3222426091972257,-52.15027588445299,18.657886484790975,-40.70590464240461,Up
28-Feb-03,3290.9569999999994,3283.66,1.2100000000000364,37.49325854816066,65.93723080120591,66.40527146980341,-3.486485943675937,-62.506741451839346,70.47294418406521,-9.491734631527518,Down
3-Mar-03,3290.439,3277.2699999999995,-11.820000000000164,28.677530207293962,61.90055541982347,48.02259887005656,-3.2671715466926385,-71.32246979270604,92.87841862984,-24.9643964097888,Down
4-Mar-03,3286.0099999999998,3244.8000000000006,-57.23999999999978,4.573681616560192,54.738055032831674,35.877813914928865,-3.9172265011452096,-95.4263183834398,85.51358101779488,-117.42332323028553,Down
5-Mar-03,3278.416,3226.1,-77.11999999999989,23.780930386011164,48.70118276921015,26.64247047244092,-6.697702390065512,-76.21906961398884,21.292858702773547,-139.62139986605135,Down
6-Mar-03,3267.129,3190.35,-116.84999999999991,2.5260987240624213,40.4201508835957,21.37168366052863,-10.48800581700425,-97.47390127593758,94.04707668944563,-112.50363159365183,Down
7-Mar-03,3251.7149999999997,3153.06,-169.11000000000013,5.117753623188436,31.998002882744515,16.555285540704773,-16.134211971193096,-94.88224637681157,74.10236822001508,-132.74559130710574,Down
10-Mar-03,3232.0860000000002,3125.8800000000006,-156.03999999999996,5.2383550771367435,24.0992483222985,9.552853904801097,-23.129766480483053,-94.76164492286325,77.50798722044732,-122.92976091111177,Down
