B,C,D,E,F,G,H,I,J,K,L,N
1,6718.391,6734.951455,110.47,85.57038084,83.69971215,71.82827394,88.33378095,-14.42961916,23.78322402,107.3018269,6781.25
1,6737.137,6760.378545,150.52,97.91572064,83.96864642,72.08113456,91.40535527,-2.084279357,4.850470253,172.2706548,6858.24
1,6749.618,6777.722727,168.98,86.2410317,84.25053496,65.10102843,97.42229303,-13.7589683,61.02036701,131.6403372,6832.53
1,6761.462,6783.608545,66.88,56.97177436,82.73168017,64.1127687,98.61511764,-43.02822564,92.83301379,80.58863021,6781.99
1,6773.219,6796.557273,102.78,78.42241124,82.04328719,64.03820896,95.86240831,-21.57758876,12.63571264,64.19902683,6832.68
1,6786.247,6812.368364,204.62,90.05966739,82.33135126,65.09757567,96.32057674,-9.940332614,10.90037061,97.97524308,6860.18
1,6811.389,6834.319818,158.13,96.51950566,85.49021509,81.1224995,98.0555299,-3.480494342,16.05150215,145.6171392,6906.98
1,6826.545,6850.505455,147.41,83.29689327,84.69330039,73.89029004,101.2566358,-16.70310673,51.49709986,133.9822366,6900.41
1,6841.897,6865.046364,148.33,86.36896569,84.11998651,74.05063291,102.2705114,-13.63103431,22.83118849,101.1759329,6906.52
1,6864.533,6890.983273,203.3,93.5718067,85.49381575,78.87244898,103.4299185,-6.4281933,27.64677183,167.2874458,6984.55
1,6894.06,6929.526364,218.28,97.83793716,86.72057138,82.03119915,109.5863987,-2.162062841,6.105681916,185.2379585,7076.52
1,6922.77,6975.213636,312.81,94.64268305,86.39326762,81.70693997,120.1618743,-5.357316954,25.13436249,177.9822386,7145.34
1,6951.493,7011.03,337.77,88.40791654,86.60995611,81.73040808,131.1988728,-11.59208346,55.68336613,119.7989263,7119.76
1,6988.156,7046.871273,315.94,93.01187648,90.21396632,92.53939155,137.0999787,-6.988123515,24.51053903,97.34146788,7148.62
1,7019.996,7076.493818,290.9,81.13719736,90.48544493,91.59916384,142.0802756,-18.86280264,81.81818182,98.73987547,7151.08
1,7038.878,7081.767273,142.02,51.91058874,86.67053707,70.6459937,143.0430589,-48.08941126,90.69667122,36.63211347,7049
1,7060.168,7096.494909,219.47,70.93060699,84.1116472,72.11442579,136.5327363,-29.06939301,5.874572909,31.7820085,7119.88
1,7089.512,7120.800727,287.33,90.77979928,84.8599378,76.73664261,135.5751901,-9.220200719,38.16591158,104.1220578,7193.85
1,7119.937,7142.847636,226.22,93.83036983,85.60607821,77.18605358,138.3532461,-6.169630169,24.17164584,109.4509935,7210.77
1,7149.213,7171.460909,200.79,97.75643051,86.02454059,76.70777989,141.0225433,-2.243569487,7.269376472,148.688236,7277.31
1,7163.586,7184.376727,74.91,67.73993582,83.01474046,64.00413118,145.0221165,-32.26006418,89.49018814,114.7649281,7220.25
1,7177.812,7206.924727,167.84,92.29871645,82.7803438,63.90072308,143.7556611,-7.701283547,12.44199536,114.7008041,7287.6
1,7180.349,7200.982545,-3.49,40.34787048,77.97433919,52.01800856,143.4546001,-59.65212952,87.9954206,12.26902903,7145.13
1,7186.695,7206.751818,61,64.76079347,75.14923089,54.75940481,133.2562184,-35.23920653,34.41945289,20.65802016,7212.08
1,7202.261,7228.578182,257.74,95.27242188,76.56275334,60.25590344,129.4900908,-4.727578122,14.56760837,112.2797351,7306.74
1,7227.756,7247.067091,184.07,84.74432354,79.84612683,69.32639973,131.2015594,-15.25567646,35.97063622,99.32984577,7303.95
1,7240.559,7250.731455,54.06,54.4146501,78.19453114,59.92865452,130.0523763,-45.5853499,89.0052356,64.60665008,7247.91
1,7239.944,7241.120727,-23.07,28.16219751,71.93277096,49.51267057,123.1390317,-71.83780249,75.95281307,-72.72243153,7187.7
1,7246.021,7246.865455,-5.77,64.7176804,69.02150202,54.35371323,113.6055261,-35.2823196,10.95759886,-4.397738306,7271.54
1,7253,7265.243455,126.85,94.63033376,68.70889234,54.93613229,111.4096035,-5.369666244,24.95092265,151.1248479,7347.1
1,7265.638,7282.267091,59.03,85.12453348,70.44735211,59.71645601,113.3443642,-14.87546652,57.57665094,129.9666503,7346.63
1,7271.167,7296.312909,197.76,81.53286838,69.3707673,54.71170726,113.4836078,-18.46713162,85.5473449,109.4740782,7342.89
1,7287.086,7302.340727,92.24,62.32891315,71.56887157,66.48509827,111.4959189,-37.67108685,72.6641294,49.93435864,7304.32
1,7308.203,7327.097818,116.51,97.48214957,74.84100718,69.74252538,107.8755771,-2.517850432,4.274049502,107.8357946,7423.25
1,7328.089,7362.988182,201.65,94.13822549,74.72758754,69.02966507,112.7665123,-5.861774509,21.44512748,189.1490827,7505.6
1,7352.971,7403.839273,304.86,97.00204519,75.9533597,71.94644369,121.3723327,-2.997954806,13.12943747,169.3361845,7552.77
1,7388.683,7449.668182,417.33,96.63979672,80.17587436,81.71017581,130.5682985,-3.360203277,13.29174248,144.2053814,7605.03
1,7433.455,7494.529455,363.88,86.20735156,85.98038977,91.97794779,140.1368433,-13.79264844,44.94471744,129.0068959,7635.42
1,7473.246,7537.437636,322.35,91.010565,88.60967823,91.15146752,148.5136335,-8.989435002,13.82007823,110.5733917,7669.45
1,7514.14,7588.854727,409.41,98.61930925,89.00857578,91.34883721,156.8611575,-1.380690754,8.485000628,126.2267234,7756.04
1,7555.124,7632.914727,413.58,84.69977917,88.96610035,91.44319055,167.2714475,-15.30022083,84.8066835,121.1559651,7756.47
1,7600.543,7676.906727,492.76,91.81709839,89.99452335,92.74085785,174.1385035,-8.182901609,42.19628188,105.7698121,7797.08
1,7645.511,7704.808,330.75,84.26688633,92.18832067,91.96028665,179.5598944,-15.73311367,80.54957579,81.25699469,7754
1,7663.803,7697.655091,100.57,42.90108623,86.73021433,66.19506321,176.8052796,-57.09891377,93.96560989,-0.326665662,7606.17
1,7672.8,7685.249091,42.8,33.01487059,80.61787884,59.12493154,162.8299099,-66.98512941,71.84573003,-52.1321492,7595.57
1,7690.505,7695.616364,124.79,66.36758065,77.55443239,65.26108918,151.2802572,-33.63241935,9.190912714,5.464140927,7729.82
1,7711.653,7718.526364,181.09,90.85173502,76.97562622,67.20748576,150.5269832,-9.148264984,22.63363755,88.93068051,7816.51
1,7724.86,7728.678545,98.04,68.8947124,75.2443623,60.4299275,153.1685059,-31.1052876,88.73012869,74.44123114,7767.49
1,7734.739,7736.565818,12.2,69.14350163,73.05765596,58.23455864,150.3040023,-30.85649837,66.22714681,46.19254536,7768.24
1,7745.088,7759.255091,103.06,96.43201853,72.83892689,58.55925895,147.7198896,-3.567981468,8.199630314,84.71856802,7859.53
1,7750.574,7771.299091,14.25,69.56221134,71.32517011,54.20499142,149.2711104,-30.43778866,85.00154464,94.65433151,7811.33
1,7748.942,7776.787455,26.76,61.10788462,68.25424873,48.72952606,145.1960507,-38.89211538,81.27798507,50.28479467,7780.76
1,7748.602,7777.088909,144.43,52.76694599,65.1042547,49.72988433,137.9159984,-47.23305401,70.76535153,13.04294857,7750.6
1,7749.584,7752.977636,20.42,15.53969966,62.36811604,50.79689681,126.7196911,-84.46030034,91.35642221,-105.3142262,7615.99
1,7751.227,7727.962364,-117.82,19.40660085,61.00728907,51.34775975,107.6599512,-80.59339915,27.08944999,-169.9322729,7612
1,7744.287,7711.452,-156.09,32.01958894,57.5724899,43.37406912,91.94207735,-67.98041106,15.40476814,-102.6910605,7660.42
1,7730.658,7699.803455,-87.27,37.17731642,52.20504804,35.08241939,82.02719005,-62.82268358,59.26052332,-48.50263342,7680.22
1,7717.352,7682.307455,-133.81,25.24942041,47.84051884,35.33224569,73.95250202,-74.75057959,48.84139483,-75.74399381,7634.43
1,7715.028,7687.334364,-114.53,54.05194196,46.33136287,47.93752219,65.39850011,-45.94805804,16.92853523,8.231372848,7745
1,7709.618,7703.771091,-5.9,69.79343041,43.66750406,44.92056935,66.04453228,-30.20656959,2.776056513,62.59065944,7805.43
1,7716.1,7734.049636,95.39,92.85968905,45.99725183,55.8390084,70.76791169,-7.140310949,31.26425741,137.1211494,7876.15
1,7728.001,7767.444182,149.17,92.75417979,49.16188135,60.85639744,78.62043555,-7.245820211,30.85141175,134.1132947,7899.77
1,7745.465,7803.305818,309.25,86.97036987,52.58222374,66.06860255,85.7877874,-13.02963013,70.85874604,129.0865574,7925.24
1,7778.544,7839.908545,334.78,91.80180786,60.20843456,88.43267108,92.4003895,-8.198192136,47.78190031,103.580671,7946.78
1,7822.6,7889.729636,392.14,98.44145329,68.1119198,91.39512158,99.468316,-1.558546706,7.482266058,117.8899768,8052.56
1,7862.559,7932.895091,379.79,96.53392763,74.56335367,90.67736222,110.884434,-3.466072371,28.60138732,111.846762,8060.01
1,7908.379,7983.051636,503.99,99.23864031,80.76948606,91.67121394,120.1885527,-0.761359695,6.287596677,124.8703249,8138.42
1,7964.332,8034.975455,448.96,98.45388442,88.08993246,100,132.0316561,-1.546115576,9.980237154,131.4925227,8193.96
1,8008.78,8075.911455,384.05,86.76809936,91.3615482,99.01199718,143.365817,-13.23190064,60.9646469,116.2928529,8189.48
1,8056.613,8125.907818,407.61,97.79526234,94.16173139,99.0806296,151.6870966,-2.204737661,11.58395048,125.4544108,8283.76
1,8107.094,8184.88,481.19,98.58089273,94.73385176,99.12801448,164.0412532,-1.419107266,6.522462562,134.457636,8380.96
1,8161.601,8246.288364,519.6,97.09513176,95.16794696,99.19137953,179.1215922,-2.904868245,20.80880471,140.9210619,8444.84
1,8219.105,8307.866364,553.5,97.46793325,96.2177033,99.23287671,193.8688274,-2.532066745,10.91978763,125.8638316,8500.28
1,8273.141,8356.6,434.58,93.86782424,96.42430493,96.93884642,206.6414765,-6.132175762,13.30284045,85.63977707,8487.14
1,8290.049,8347.236182,161.63,40.68972332,90.64913194,61.4970353,209.5852109,-59.31027668,89.35136594,18.12952968,8221.64
1,8306.307,8334.970909,84.17,33.33630448,84.32936962,61.15364562,192.1882275,-66.66369552,50.96818138,-47.09514392,8222.59
1,8340.356,8366.353273,284.95,89.30790925,83.33629652,68.77571052,180.1476068,-10.69209075,4.076218041,66.45725378,8478.91
1,8373.512,8400.019455,336.04,87.01584222,82.1924923,68.465137,186.0666505,-12.98415778,42.79016906,116.6491535,8525.52
1,8415.167,8442.295455,322.27,98.41469859,83.35715222,71.38720311,192.7935229,-1.585301411,5.646036916,127.6592808,8606.03
1,8451.808,8485.023273,269.21,88.00719568,82.37834555,69.83403523,201.7617265,-11.99280432,53.85190726,157.8424763,8650.17
1,8477.16,8518.236364,189.64,85.39376374,81.05963265,65.05141419,209.1421823,-14.60623626,31.42966899,100.6975095,8634.48
1,8502.441,8558.325455,197.37,95.34721992,80.88484147,65.02192592,212.4333667,-4.652780077,44.77374124,113.8725351,8697.65
1,8532.409,8612.419818,312.82,98.70891677,81.00893982,66.86741563,218.1979263,-1.291083229,8.685009302,119.4075517,8799.96
1,8556.142,8647.34,502.83,86.09059612,80.23121701,62.48198677,225.8104008,-13.90940388,77.18588981,88.28746997,8724.47
1,8586.848,8642.350545,306.11,58.1246518,81.97470986,67.427579,221.4347151,-41.8753482,89.02960437,-0.88321488,8528.7
1,8613.745,8625.025455,12.65,39.0379859,82.544878,64.66335932,202.1667906,-60.9620141,53.98315694,-80.02156376,8491.56
1,8614.24,8601.41,-41.66,17.79642466,75.39372954,50.37021525,182.2312064,-82.20357534,81.8494189,-88.97472309,8483.86
1,8615.744,8588.013636,-65.47,36.05528781,70.2976741,51.10813121,164.8552636,-63.94471219,12.80444225,-92.1108871,8540.56
1,8592.831,8544.587455,-273.27,6.430854643,61.0992897,34.96068367,150.6899131,-93.56914536,84.82231487,-117.8491731,8376.9
1,8547.987,8473.478182,-432.75,3.370523888,52.63562253,24.88575269,124.6520002,-96.62947611,90.00092456,-162.5785967,8201.73
1,8504.801,8410.684182,-495.03,10.26707435,45.12295359,25.40660592,91.41129192,-89.73292565,42.41241974,-147.402986,8202.62
1,8447.261,8341.129455,-677.71,7.207565689,36.30898816,17.86193029,63.2186788,-92.79243431,78.21782178,-121.7037937,8122.25
1,8364.371,8254.547455,-753.41,5.358473775,26.97394386,6.100118634,32.971552,-94.64152623,70.24706609,-141.4293276,7971.06
1,8285.436,8176.501818,-593.58,11.35433476,19.50031773,6.366842449,-1.491236614,-88.64566524,67.28546882,-118.3735592,7935.12
1,8239.461,8137.140727,-422.61,30.85608156,16.7734607,22.71804792,-28.87966478,-69.14391844,6.580192618,-85.55985295,8068.95
1,8182.385,8079.202364,-563.06,11.38918317,14.00858043,20.07340604,-43.42266658,-88.61081683,90.17379092,-83.07602776,7920.8
1,8133.173,8044.539636,-548.82,21.17851287,14.34678925,25.80150269,-62.96246019,-78.82148713,53.94392034,-64.8190069,7991.74
1,8076.586,8015.724545,-402.21,19.25526219,12.66678669,21.04606064,-73.17107128,-80.74473781,75.58103502,-55.62136631,7974.69
1,8018.745,7965.161636,-403.24,5.004527906,12.52415402,20.77940448,-84.00384036,-94.99547209,86.17390159,-126.8799726,7798.49
1,7967.136,7904.597091,-516.98,4.459870242,12.63308865,22.17573673,-104.670755,-95.54012976,78.76584101,-211.30304,7685.64
1,7936.106,7890.994182,-229.93,35.71677026,15.17805824,36.30868337,-124.0377645,-64.28322974,7.093251339,-83.83791932,7892.32
1,7918.291,7892.447636,-26.96,60.15500961,20.47280263,41.93606793,-123.55719,-39.84499039,73.02988506,25.23895897,7944.1
1,7928.46,7920.531091,137.63,87.03100192,28.64005545,54.69886421,-116.5270906,-12.96899808,7.203108226,69.90425987,8072.75
1,7955.631,7971.143818,137.88,98.28832527,37.3334545,61.51108701,-99.34979896,-1.711674728,5.75043473,150.7711442,8206.83
1,7980.516,8036.992727,397,94.93507425,43.74135377,60.75085324,-74.39896284,-5.064925748,25.3318981,188.4659258,8317.8
1,8019.314,8096.677091,317.04,87.097463,51.31218175,69.05187484,-46.89076454,-12.902537,70.89535822,141.3893001,8308.78
1,8051.033,8149.334545,334.24,87.11748142,57.90607861,66.73949527,-25.39093198,-12.88251858,43.48388767,95.93299032,8308.93
1,8100.668,8225.699455,672.55,98.47256293,65.82780868,72.71645507,-5.895942477,-1.527437072,8.385299191,106.105986,8471.04
1,8170.248,8297.267091,808.65,91.72430397,74.49978629,87.02875875,20.36292433,-8.275696025,49.41837668,104.305672,8494.29
1,8261.276,8374.662,703.6,98.76050703,83.92984997,99.02835229,43.69557996,-1.239492965,10.61087061,111.5797269,8595.92
1,8336.996,8445.251818,705.42,98.30813908,90.18898685,98.83648935,68.88880394,-1.691860917,11.32517574,118.3250814,8649.52
1,8411.251,8508.825273,613.9,93.76193507,93.5496794,98.81407854,91.8789296,-6.238064927,67.87225856,119.2659881,8686.65
1,8465.05,8545.096,403.91,81.3268205,92.97926125,88.00169527,110.1664865,-18.6731795,81.12220637,81.74408277,8610.74
1,8497.864,8557.808727,217.17,61.08934616,89.25936334,75.25941435,117.1854179,-38.91065384,88.52201258,41.86578828,8534.97
1,8529.918,8583.349818,329.56,78.65741814,87.63159773,74.96650777,117.903053,-21.34258186,10.10695187,50.34390974,8638.34
1,8573.444,8622.281091,435.11,95.66989709,88.48884114,79.4644066,125.4015125,-4.330102907,19.59844442,111.5653101,8744.04
1,8627.872,8673.147636,382.17,97.98112959,89.57520596,82.10561087,138.3295346,-2.018870412,10.38457813,168.0736955,8853.21
1,8669.671,8720.630909,394.74,95.33751994,89.26170166,78.97275941,154.5267703,-4.66248006,42.8227003,155.8369762,8889.03
1,8719.736,8779.770727,399.02,97.87318704,89.87658997,81.134563,169.3299457,-2.126812964,10.69534767,153.5126776,8994.94
1,8753.26,8818.211455,281.64,84.72253564,88.47279283,71.87793672,184.9856639,-15.27746436,55.66770808,100.1150952,8931.16
1,8767.189,8824.675091,102.16,52.46699366,83.88867828,58.14647156,188.9159976,-47.53300634,92.45446661,49.3697957,8788.81
1,8793.002,8856.964364,334.04,82.70487195,82.78297197,63.25442875,182.8137121,-17.29512805,8.045132511,53.46969561,8944.78
1,8828.089,8887.620364,426.64,82.14861335,82.86515126,69.18014147,186.3733347,-17.85138665,84.32659491,93.36694574,8961.61
1,8856.923,8886.751455,184.97,54.91556034,82.24777267,64.753377,186.1308565,-45.08443966,90.38387346,17.8396813,8823.31
1,8874.642,8879.225455,71.49,39.81580319,78.36361118,60.04922812,174.6803167,-60.18419681,75.91279823,-51.35414615,8815.53
1,8889.819,8883.074182,42.6,45.45026407,73.34164788,58.86310282,164.3750339,-54.54973593,22.31239578,-26.71451162,8895.81
1,8895.129,8886.072545,17.28,47.55334232,68.29886915,53.50485796,159.819887,-52.44665768,24.02319612,-24.61213501,8906.31
1,8912.954,8917.372727,72.34,95.6789332,68.33301048,60.09720507,157.4497564,-4.321066803,7.790106334,137.6624597,9067.28
1,8926.827,8957.502909,202.51,89.6927237,67.51496414,58.22688727,165.2676393,-10.3072763,50.54852321,192.8706727,9133.67
1,8960.101,9018.788909,475.09,97.96394863,68.83910544,68.29045734,175.7313739,-2.036051366,6.306692817,165.1828229,9263.9
1,9005.396,9069.999636,296.98,87.53359904,72.34576598,78.68987446,190.1055612,-12.46640096,61.60681568,134.1488959,9241.76
1,9027.958,9100.000364,208.79,73.60211777,71.43549056,66.00641335,196.7209022,-26.39788223,70.64412772,81.54545294,9170.4
1,9060.243,9146.637091,461.15,95.32452198,72.75308142,70.12755452,196.6588268,-4.675478022,3.819784525,80.03288394,9284.46
1,9117.339,9207.369273,578.74,98.64080808,77.1256062,86.90660875,203.4062273,-1.359191919,6.034730195,107.8176198,9394.27
1,9170.41,9248.987636,450.43,86.48194934,81.79222081,82.60810794,212.845091,-13.51805066,69.5484864,99.98334278,9346.24
1,9214.746,9279.671273,432.86,85.29558535,85.77675294,79.93410392,214.5772585,-14.70441465,55.87082198,85.74937762,9339.17
1,9261.345,9308.317455,305.02,89.36808695,89.9582274,80.52909498,213.5081176,-10.63191305,48.74028726,93.3540357,9372.3
1,9280.308,9307.511091,123.24,46.88722062,85.07905615,63.21260852,210.7260435,-53.11277938,90.7481467,32.70243872,9256.91
1,9275.53,9272.162364,-178.01,9.014701761,77.01125395,47.09452228,196.1331608,-90.98529824,83.30895881,-135.4616205,9085.89
1,9277.456,9273.549636,41.4,62.14410915,73.42927,51.08289852,174.1639173,-37.85589085,5.034929598,-69.30698509,9283.16
1,9279.031,9269.923091,87.11,56.06850159,70.28276026,50.88206633,167.4701763,-43.93149841,65.00174155,-5.972975949,9257.51
1,9294.316,9277.962909,38.79,71.64005874,70.08655436,58.61447073,159.5966683,-28.35994126,22.35258724,22.35702162,9323.25
1,9305.663,9296.801818,3.66,89.32919608,69.48702177,56.69210536,156.9830824,-10.67080392,25.32411409,81.51235806,9397.93
1,9305.25,9312.161273,43.9,84.65470215,68.08841117,49.72310498,157.907653,-15.34529785,73.57142857,98.80439803,9390.14
1,9324.563,9354.728545,200.2,98.59120119,69.29933636,61.40123027,158.4885101,-1.408798814,4.750304507,148.6151858,9539.37
1,9355.454,9413.549818,275.78,97.38255659,70.50803348,66.28224455,168.4541456,-2.617443413,11.90257677,170.3221647,9648.08
1,9379.998,9461.238182,360.83,90.59369878,70.63059466,62.97498467,180.9975138,-9.40630122,57.17184762,129.4838391,9617.74
1,9418.336,9508.564,554.4,93.84505847,75.32637845,72.47297709,187.1091217,-6.154941526,27.97053559,98.16096059,9640.29
1,9468.092,9538.584727,300.29,84.11822748,82.83673102,83.67352463,190.4125076,-15.88177252,70.7964012,73.47941484,9583.45
1,9484.306,9534.440727,187.79,49.34184615,81.55650472,61.92767185,185.1171208,-50.65815385,85.30173602,4.515615103,9445.3
1,9496.643,9515.636,57.63,26.13323765,78.56297833,58.58584453,168.9075849,-73.86676235,41.33789434,-78.62105318,9380.88
1,9501.737,9493.371818,-23.74,18.26048657,73.22502111,53.86260237,149.9813327,-81.73951343,89.10981394,-70.44760874,9374.19
1,9493.063,9458.726909,-78.95,5.986239102,64.89072541,43.30420552,132.0934871,-94.0137609,78.1959649,-113.8032275,9311.19
1,9485.462,9426.193636,-225.24,6.716510594,57.09690626,44.08822935,112.5042081,-93.28348941,81.17771562,-96.88022431,9314.13
1,9455.278,9381.115091,-410.55,14.88780965,48.7265671,23.53395062,94.95526377,-85.11219035,45.20576417,-121.3208793,9237.53
1,9435.454,9380.126364,-167.9,54.85279723,44.47359117,35.29027662,78.2037931,-45.14720277,11.87756515,-25.27338837,9449.84
1,9425.776,9395.672909,-119.33,68.24034335,42.23825562,43.22856903,79.07679862,-31.75965665,39.10533911,55.50489379,9520.96
1,9408.237,9402.786364,-118.55,57.68767412,38.62251719,38.27810675,82.68838696,-42.31232588,54.63317724,41.76358832,9464.9
1,9404.884,9428.546909,104.62,88.64233312,39.07492775,47.84042457,82.14986473,-11.35766688,34.24773756,118.4605369,9549.92
1,9428.928,9479.611636,304.86,94.8313071,43.62387385,65.5327011,88.31079097,-5.1686929,21.41898942,162.9091274,9685.74
1,9477.919,9559.950182,496.6,98.18610357,50.82916044,77.38120522,103.6800132,-1.813896431,10.9950706,183.9561891,9870.79
1,9525.403,9627.424909,537.84,87.77756594,57.78086838,76.09928766,126.3021362,-12.22243406,67.95279486,139.0861607,9849.03
1,9586.273,9699.149818,605.76,96.78423896,66.86066836,83.17021601,142.1942025,-3.215761042,29.70686008,114.9522533,9919.89
1,9640.786,9748.783818,621.73,83.88231915,74.57724922,77.94879157,156.7703215,-16.11768085,77.12485682,85.65654357,9859.26
1,9701.42,9785.708182,394.03,79.22579573,81.01104783,83.16885845,162.2233818,-20.77420427,80.11278464,65.22483882,9843.87
1,9730.694,9793.191818,221.62,55.19706234,81.04547434,68.22789539,162.1734359,-44.80293766,76.59985511,14.18509331,9742.58
1,9776.64,9838.596545,515.52,96.06773118,83.82821312,73.6903436,157.1248066,-3.932268819,8.517026452,69.04684749,9980.42
1,9838.378,9894.167455,532.36,97.09809447,87.76925516,80.39723491,168.3794673,-2.901905529,13.60597719,140.3719407,10082.28
1,9887.868,9931.702364,359.08,89.45462949,87.85048479,75.5640729,181.3832518,-10.54537051,30.97295567,126.7816145,10044.82
1,9930.391,9972.266364,240.18,97.24029946,88.09138403,73.66885972,188.0188553,-2.759700543,17.30592206,141.8811704,10110.97
1,9960.637,10016.42255,324.22,97.97127392,88.06990106,69.5004642,196.2958175,-2.028726079,11.00705284,128.1188499,10173.25
1,9984.397,10039.33036,166.74,79.12628565,87.20477303,64.13646208,203.3521849,-20.87371435,81.61691542,81.32587819,10086.63
1,10003.726,10062.74545,253.92,83.53258371,85.87960751,62.14026405,201.2948358,-16.46741629,50.51936394,68.30613769,10113.18
1,10030.23,10084.668,280.43,85.24205765,86.01558136,67.75075011,199.2831462,-14.75794235,83.70998117,75.26855932,10124.3
1,10043.954,10075.73709,238.53,55.52904069,83.64590586,57.84802598,194.0849541,-44.47095931,94.80938142,2.843885174,9981.11
1,10077.626,10082.16364,98.88,74.51888262,85.57808788,69.32373803,179.8789171,-25.48111738,6.905866164,-52.72603682,10079.3
1,10096.395,10098.61527,85.83,90.83213437,85.0545282,62.99378314,174.3957018,-9.167865627,31.36805953,98.27768088,10168.11
1,10110.599,10121.87436,179.5,96.10229639,84.95494839,60.49691093,174.7240475,-3.89770361,16.5401369,138.6500774,10224.32
1,10130.522,10146.13818,133.08,85.0994513,84.51943058,65.11952645,176.9450233,-14.9005487,79.35037829,162.5169405,10244.05
1,10139.501,10158.90873,27.51,74.49539487,82.24494012,57.05907326,177.3284967,-25.50460513,74.9973559,88.77955676,10200.76
1,10150.385,10184.834,195.46,94.41749951,81.88956268,58.30788959,173.9622582,-5.58250049,7.561001712,83.06536634,10282.09
1,10178.746,10224.80764,257.06,90.0363111,82.98056522,71.59784943,175.9291966,-9.963688903,24.19779307,140.3076591,10370.24
1,10223.975,10295.12109,441.17,98.84430651,84.5117375,77.40321115,184.0503528,-1.15569349,3.41439986,197.5643423,10565.47
1,10274.223,10368.35836,645.67,90.18750463,85.0062822,78.69871151,201.9471676,-9.812495368,70.66358299,184.9728025,10626.78
1,10335.655,10426.75964,516.13,86.31512636,88.08489077,90.22524882,217.2143806,-13.68487364,70.59043069,121.4270553,10595.43
1,10401.261,10499.43327,567.25,98.90404478,90.52340698,90.7318648,226.6838877,-1.095955216,5.545802745,114.9044557,10735.36
1,10457.017,10558.41673,501.35,95.73463396,91.01365694,88.38781636,240.5121414,-4.265366036,30.00764944,94.83877807,10725.67
1,10485.47,10567.84091,264.8,62.05594992,87.6090223,66.04196971,244.8281562,-37.94405008,93.94381613,39.26179322,10508.85
1,10518.419,10583.85364,372.78,72.1042576,86.30950292,67.68048595,232.2064277,-27.8957424,9.023736954,4.833721595,10573.54
1,10574.859,10628.71564,483.07,97.44725111,88.60468855,76.12672666,226.6728323,-2.552748886,8.56003986,81.53219034,10765.16
1,10627.021,10670.32491,433.47,88.0943958,87.97237818,75.1421906,232.8200246,-11.9056042,79.22511035,133.6448157,10803.71
1,10670.169,10702.08836,236.25,82.85367576,87.25411465,72.68130112,237.4702022,-17.14632424,70.03773027,115.1528344,10801.72
1,10701.496,10740.01036,251.96,96.60478984,87.03016298,68.80439872,239.3945063,-3.395210157,17.79546224,126.7347594,10878.74
1,10724.822,10768.83655,264.61,84.11036114,86.42244863,64.75656663,242.9297308,-15.88963886,85.08616674,107.458969,10860.04
1,10759.39,10808.16164,205.75,98.21341591,87.61227758,70.57423103,242.8863912,-1.786584093,10.13384321,103.9697116,10941.11
1,10776.374,10834.67255,179.53,82.51158871,85.97303198,61.53710295,244.8549425,-17.48841129,72.9302265,86.05705463,10905.2
1,10787.942,10846.48636,332.5,72.54608169,83.65417675,57.31948065,240.3370275,-27.45391831,62.21543771,36.92680465,10841.35
1,10821.116,10856.05873,267.05,72.42746328,84.69132809,78.88915982,229.880078,-27.57253672,63.74228924,28.07261243,10840.59
1,10858.792,10879.54673,185.14,84.63074769,85.94397709,80.42410931,220.609227,-15.36925231,13.79310345,90.87110985,10950.3
1,10890.178,10919.58818,275.31,93.41563786,85.54081577,78.21061336,219.8591907,-6.58436214,21.32114982,210.7275003,11079.02
1,10918.41,10955.19764,284.31,84.22840547,85.15421674,76.90094142,225.269016,-15.77159453,63.53949018,177.3392969,11086.03
1,10956.586,11003.39218,304.74,96.57325396,86.52617455,80.77716866,228.8112603,-3.426746043,15.1007785,152.9917067,11183.48
1,10999.416,11067.11109,447,94.2948903,86.2951846,82.11896691,237.1314761,-5.7051097,28.52760736,158.8034874,11307.04
1,11041.408,11118.11909,338.85,86.55266973,86.53941546,81.09965636,248.6195642,-13.44733027,61.20518324,118.6834679,11279.96
1,11103.733,11213.20127,659.16,98.14516535,86.5325904,85.47441516,257.1444141,-1.85483465,6.242059795,155.607997,11564.36
1,11177.014,11310.34255,796.66,92.15347577,87.49677911,89.99225052,280.5234653,-7.846524232,51.70009959,150.1163226,11638.01
1,11267.569,11413.95818,906.31,99.1374114,90.15591208,97.10371087,302.0298723,-0.862588597,8.152440821,132.5727415,11746.9
1,11342.454,11472.48018,639.14,68.37217062,89.75038281,83.49270527,320.260923,-31.62782938,93.28303125,99.37939539,11589.44
1,11413.679,11530.67945,583.53,71.30364979,88.41767302,82.93397945,321.6780916,-28.69635021,18.75,64.97878958,11662.55
1,11441.35,11520.14327,269.7,34.63213307,82.53932255,60.9855252,319.4441882,-65.36786693,86.76216905,2.401425172,11355.73
1,11456.47,11483.03055,53.75,24.80942932,76.59742493,55.51454498,292.3093158,-75.19057068,38.56068743,-93.77640045,11237.23
1,11492.09,11498.15964,232.64,57.60493586,72.70059312,61.30133509,264.3711136,-42.39506414,8.947545961,-6.784488425,11539.68
1,11543.543,11558.06509,541.61,88.17106362,72.08821045,64.83436644,263.2982955,-11.82893638,6.291706387,98.10923035,11821.57
1,11605.145,11622.14455,331.62,90.78309433,72.51125291,67.28858654,278.9348768,-9.216905673,48.32412721,131.031795,11895.98
