B,C,D,E,F,G,H,I,J,K,L,N
1,14829.833,14907.39545,406.05,69.93865031,88.88722058,80.48774285,203.9467378,-30.06134969,56.36706136,45.46597729,14910.62
1,14888.58,14955.06945,441.53,95.7613321,89.57439866,82.84193696,202.1733834,-4.2386679,13.57186092,100.359703,15092.04
1,14950.801,15024.91309,608.46,91.61523452,88.94615661,83.48347379,212.9415506,-8.384765484,50.93064091,174.2683286,15272.72
1,15015.497,15090.44382,504.71,95.1462873,89.64984788,83.91202248,231.3025032,-4.853712704,29.57732666,143.8212566,15311.22
1,15063.828,15140.32073,409.58,78.78924652,87.98383795,79.00915933,245.2543735,-21.21075348,89.65064982,126.0596165,15289.82
1,15105.921,15183.47382,439.28,80.39013794,86.55637431,77.31006293,252.1582884,-19.60986206,14.86919219,70.53449564,15301.17
1,15174.745,15264.23909,586.01,94.36843821,87.8159606,84.36869544,259.0454517,-5.631561787,18.30203874,132.6557115,15550.13
1,15234.888,15335.29455,519.82,86.23517833,87.15769207,82.88479414,277.962082,-13.76482167,74.19008525,137.4832115,15565.55
1,15303.535,15425.71491,722.32,95.63793944,87.3038485,84.34101392,293.0386722,-4.362060562,13.93420429,133.3416516,15732.2
1,15382.039,15515.05764,884.3,92.88655826,88.07690029,88.24389103,313.2979584,-7.11344174,58.42883111,133.949491,15794.92
1,15460.91,15572.74691,607.29,81.27512924,89.21054819,88.56056087,328.3074456,-18.72487076,36.27698205,77.94363174,15699.33
1,15529.337,15630.09236,503.59,86.94007734,88.32842271,87.25946093,331.2031648,-13.05992266,22.77823526,85.40677895,15776.31
1,15525.522,15576.49836,-76.65,10.56023238,80.2229225,48.50896186,326.8644264,-89.43976762,77.7000268,-82.12707369,15234.57
1,15520.491,15528.38709,-28.91,17.12922574,72.42121634,48.01483644,284.7638932,-82.87077426,60.30452363,-86.05745789,15260.91
1,15546.608,15533.93236,249.82,56.67121047,70.20941273,58.50256864,254.4604578,-43.32878953,5.191407726,-31.15092686,15550.99
1,15510.068,15422.87091,-614.36,2.634791773,62.43387812,41.46141983,237.8284163,-97.36520823,94.17531719,-156.4497128,14935.77
1,15453.625,15327.53127,-579.85,9.17645365,53.91467966,35.45785734,182.6572856,-90.82354635,62.51785264,-126.3670196,14985.7
1,15410.91,15270.21764,-593.8,24.88019087,47.77918092,39.72184124,142.8240737,-75.11980913,55.68872577,-70.236531,15138.4
1,15327.993,15177.87582,-891.89,16.97370344,39.91275732,30.68706415,116.5407157,-83.02629656,11.54466446,-119.8403454,14903.03
1,15241.778,15106.01709,-766.56,20.52878403,32.67697989,29.6055713,79.68944678,-79.47121597,87.11960368,-71.71137398,14932.77
1,15202.643,15118.05382,-468.33,54.43258726,29.9927257,41.82408464,57.29235167,-45.56741274,12.79295713,12.92725274,15307.98
1,15135.027,15099.41873,-134.42,45.70644179,25.86936214,36.60623732,60.56672717,-54.29355821,92.077868,36.13381174,15100.15
1,15098.395,15050.91382,-392.66,29.79678544,27.79301745,41.72838614,45.51375901,-70.20321456,10.00544761,-129.491056,14868.25
1,15074.025,15036.15291,-533.78,44.7232354,30.55241841,44.78591663,20.22630132,-55.2767646,15.67856939,-41.42508871,15017.21
1,15019.017,15022.85927,65.14,44.26305442,29.31160281,36.66899319,9.669607011,-55.73694558,65.46961326,-10.78737894,15000.91
1,14961.261,14902.71255,-627.49,1.100745801,29.15819821,36.18700494,-9.097101874,-98.8992542,94.50581517,-212.0103769,14358.21
1,14876.843,14753.66873,-996.88,20.51834873,30.29238772,31.30194029,-68.7873536,-79.48165127,32.86552313,-194.4613397,14141.52
1,14805.758,14671.97909,-475.48,36.74681706,31.47905034,35.13320199,-124.7636727,-63.25318294,92.44454206,-70.36692844,14427.55
1,14714.366,14523.49764,-943.66,11.87107097,30.96878709,32.38260467,-154.8884703,-88.12892903,92.03820581,-108.8065601,13989.11
1,14645.955,14438.82382,-1059.32,26.597145,31.57562319,37.88589784,-201.5770225,-73.402855,7.989678173,-88.12025706,14248.66
1,14531.555,14351.192,-936.17,21.79266051,28.31163051,27.41879451,-220.1470721,-78.20733949,91.72708289,-52.10868681,14163.98
1,14464.027,14331.79473,-443.38,50.00852872,28.7418392,36.94424896,-233.9304051,-49.99147128,10.49061258,-29.25977178,14424.87
1,14461.44,14400.58618,-174.83,82.37966754,34.00012741,49.53332732,-218.9800825,-17.62033246,5.962245119,70.60547965,14842.38
1,14451.638,14483.81345,-81.72,88.33503908,38.36130778,48.18454586,-176.407244,-11.66496092,16.39548812,105.1480676,14919.19
1,14450.851,14582.25018,634.83,97.0799824,43.64300058,49.85728016,-134.9577555,-2.920017605,8.342096841,115.3479155,14993.04
1,14527.204,14704.23,980.22,94.4353346,52.97645946,67.01914718,-94.25839163,-5.564665395,53.85139277,129.2749932,15121.74
1,14644.912,14848.12018,891.05,97.81720161,60.70634475,76.47122322,-50.04199561,-2.182798387,14.7164655,121.7477801,15318.6
1,14744.362,14989.418,1432.94,99.67169089,66.99883213,74.36616129,-0.480129323,-0.328309112,4.908270099,113.6609555,15422.05
1,14891.991,15120.51582,1216.74,96.60281806,75.47200684,94.85431289,45.73659464,-3.397181938,42.52995601,107.7111596,15465.4
1,15011.74,15221.272,1282.17,90.72334623,81.88462696,92.60468922,83.97523225,-9.276653766,77.48188197,91.5993073,15446.15
1,15156.973,15331.19382,1191.44,98.54626118,89.55998703,98.70877297,114.188889,-1.453738815,7.452357769,88.89638451,15616.31
1,15273.528,15410.00236,748.04,88.9275674,93.4518909,96.40556445,147.2897645,-11.0724326,83.29355609,97.17052973,15590.42
1,15348.973,15468.78455,677.64,89.39187686,94.15311183,94.65628071,169.9481636,-10.60812314,11.20837298,63.37983578,15596.83
1,15411.331,15504.02036,549.73,84.58205436,93.77781336,87.93157984,185.3980206,-15.41794564,80.98817918,73.20325202,15542.77
1,15462.563,15521.11655,383.62,68.17605123,90.88742024,82.60941518,191.3188247,-31.82394877,89.37754109,55.86057397,15505.36
1,15511.833,15548.73055,295.84,82.62014708,89.70590149,82.16393357,192.9177794,-17.37985292,34.83606557,82.30349489,15614.44
1,15540.353,15565.45182,181.75,55.97089314,85.52127064,74.59893048,198.9371463,-44.02910686,86.17191463,129.6695082,15603.8
1,15548.591,15558.92036,39.03,32.50995848,78.8050974,57.15576248,199.2503684,-67.49004152,85.70378964,8.96826044,15504.43
1,15568.963,15580.83473,222.97,67.22026682,75.86684228,64.61489899,193.1280894,-32.77973318,10.20261789,55.28825652,15669.12
1,15656.623,15717.88691,706.44,98.72604353,76.66711201,82.92171797,206.3597988,-1.273956472,3.181161441,322.2897418,16322.75
1,15729.787,15843.58273,757.53,93.54492327,76.16697822,80.83497699,257.4015107,-6.455076733,43.96194667,188.4643433,16347.95
1,15827.168,15995.29964,967.4,95.80231547,76.85445303,85.36574737,299.2397889,-4.197684531,17.03967611,142.5799787,16564.23
1,15952.068,16180.51091,1303.06,98.30192985,77.74545832,87.80357878,346.8094343,-1.698070148,8.819171791,135.1616635,16845.83
1,16087.745,16352.77855,1394.18,98.05006299,79.09225919,91.074164,399.285353,-1.94993701,11.34480561,110.559861,16899.54
1,16229.348,16504.35036,1306.95,90.50802722,81.32545679,93.27587788,439.6711646,-9.491972784,81.62740899,105.8365212,16921.39
1,16382.96,16671.84345,1546.76,97.80120167,82.84356224,93.73569305,471.0519646,-2.198798331,22.27979275,105.9156806,17150.56
1,16551.69,16836.95982,1786.67,96.28460251,86.87493318,94.73128884,507.2658247,-3.71539749,33.64410021,105.6632727,17291.1
1,16734.109,16978.21982,1659.5,95.05657947,93.12959528,100,539.5746644,-4.943420528,34.44935176,96.11594106,17328.62
1,16951.901,17180.57091,1524.29,94.73085257,95.88065385,100,568.706888,-5.269147435,15.95251708,143.6808173,17847.04
1,17097.34,17330.61436,1429.19,89.60046344,94.96809584,95.61532816,617.8727292,-10.39953656,28.63892468,120.7412535,17777.14
1,17239.881,17453.52709,1209.13,87.68348802,94.38195232,95.31527178,644.7346276,-12.31651198,76.12249427,114.4089453,17773.36
1,17332.597,17499.256,645.56,64.48121018,91.24984179,78.29364159,654.0964611,-35.51878982,74.3735332,60.34926383,17491.39
1,17476.038,17671.55473,1380.7,97.14136836,91.13378564,83.42506676,647.0149957,-2.858631638,4.53553541,107.7981856,18280.24
1,17651.909,17886.50236,1736.86,97.49972476,91.07875182,85.60127287,691.0628245,-2.500275239,17.03164842,186.5253653,18658.25
1,17841.177,18097.80436,1663.51,98.97579503,91.9255286,86.342061,744.6298688,-1.024204973,6.283820346,158.7789487,18814.07
1,17968.025,18202.87036,1127.94,74.96647138,89.64205557,72.89807353,782.5530895,-25.03352862,83.67346939,95.32947157,18419.04
1,18144.782,18401.16945,1730.05,98.09960178,89.8235555,77.03591083,786.8413895,-1.900398223,6.503665766,111.6361974,19058.67
1,18317.106,18566.09273,1204.82,93.50433962,89.66833151,76.60782776,822.8829555,-6.495660375,30.90244517,100.3422549,19051.86
1,18403.984,18638.58618,938.68,75.69863188,87.76510945,64.21507671,836.4246616,-24.30136812,8.182523689,-4.054498078,18715.82
1,18426.109,18564.84182,225.03,37.20696637,82.52575974,52.98714414,805.1640596,-62.79303363,84.08196147,-9.276985184,17998.39
1,18404.771,18407.36382,68.59,16.92285853,75.44969679,47.4217013,718.3125032,-83.07714147,58.56453034,-125.3982857,17559.98
1,18417.031,18263.58545,-666.25,21.83000281,71.18457605,51.5677589,614.2497038,-78.16999719,17.03100979,-138.4560036,17613.99
1,18438.291,18277.36891,-165.41,65.18268951,67.98870817,52.65747343,541.9910052,-34.81731049,7.841989527,-11.31738373,18492.84
1,18423.757,18290.936,-301.16,66.17272014,64.8560077,48.00472255,536.8534638,-33.82727986,62.01583482,32.65236143,18512.91
1,18419.439,18354.05109,351.85,78.89858475,62.84828668,49.42338406,531.762012,-21.10141525,29.32658481,61.51864372,18770.89
1,18501.852,18503.82036,184.5,98.41900238,65.19353978,60.78277958,545.4008284,-1.580997625,5.14437643,99.83630186,19243.17
1,18593.752,18772.15091,925.81,98.34584464,65.21816406,61.73277363,591.3491172,-1.654155364,11.69822544,174.7356927,19977.67
1,18666.917,18988.47055,1067.69,85.17466601,64.3851967,58.914451,665.732762,-14.82533399,83.68150779,139.4684322,19783.51
1,18779.134,19201.39291,1839.6,86.95116265,65.51044978,64.67974998,704.5415793,-13.04883735,58.70962558,100.1383028,19837.99
1,18951.73,19373.25036,2164.37,83.24556283,70.11430943,76.81411145,728.8259521,-16.75443717,84.22438305,79.14485647,19724.35
1,19193.355,19559.52309,2362.24,91.45892504,77.56791608,89.84778271,735.7826694,-8.541074963,6.416751098,57.73031433,19976.23
1,19391.034,19631.78218,1097.94,72.18990833,82.60390663,79.38774236,743.6972491,-27.81009167,82.57447228,40.96125983,19590.78
1,19481.817,19633.53418,887.76,56.40320876,81.72595855,66.97164009,713.5080144,-43.59679124,89.19671877,11.26494792,19400.67
1,19559.509,19598.62745,518.94,46.68259635,79.77694617,64.0475605,667.7085978,-53.31740365,90.59273244,-34.50629405,19289.83
1,19588.313,19507.61309,-184.24,26.69352182,74.55643988,55.2595828,613.6333599,-73.30647818,51.61532939,-134.6873815,19058.93
1,19554.756,19383.84709,-1070.07,11.35155303,65.84969494,43.05896272,547.0084589,-88.64844697,71.23659998,-147.0256013,18907.6
1,19430.716,19235.21327,-1046.24,21.21105541,58.13621602,16.53211881,476.2282627,-78.78894459,16.15272878,-156.4208594,18737.27
1,19355.913,19163.35218,-802.51,37.53447354,53.37219678,30.89000955,408.554723,-62.46552646,30.47347067,-74.37718924,19035.48
1,19365.02,19267.56073,204.71,85.29396045,53.20647656,51.62841929,383.3023361,-14.70603955,9.01267768,70.49927971,19929.06
1,19371.074,19343.90073,-191.34,85.77539854,53.45946013,51.07082213,415.3807787,-14.22460146,74.70477284,85.09155551,19784.89
1,19343.287,19403.40727,107.58,81.44606059,52.45817368,44.77972534,425.1150483,-18.55393941,38.21131539,59.07232771,19698.36
1,19347.545,19456.14782,232.69,78.58265337,53.09744819,50.90944041,421.3065902,-21.41734663,87.2532067,69.33492025,19633.36
1,19335.558,19444.01236,-9.03,57.27349652,53.18447696,47.60590385,404.1655812,-42.72650348,83.70413287,10.62460605,19280.8
1,19266.837,19310.75091,-456.31,16.28346933,50.14456426,38.8105341,353.2828985,-83.71653067,87.58918673,-84.4536012,18602.62
1,19213.576,19176.11145,-381.28,19.03118213,49.37833029,40.86805044,264.0213801,-80.96881787,38.85031688,-108.5171096,18526.32
1,19208.103,19110.52855,115.6,37.1237977,51.95555476,49.11480522,190.8346839,-62.8762023,15.89128035,-60.23504927,18852.87
1,19259.13,19117.69891,212.06,58.99062542,55.73351176,57.69463922,158.3575116,-41.00937458,50.63126207,-2.115937443,19247.54
1,19268.355,19093.808,-801.33,52.35251097,57.2153155,51.47018981,155.129411,-47.64748903,43.61508453,-26.51416003,19127.73
1,19169.336,19033.90164,-846.02,42.26969546,52.912889,29.6477475,140.2734207,-57.73030454,87.36129092,-29.13747557,18938.87
1,19091.173,19003.706,-695.1,45.8696977,48.92231892,33.38971885,115.6429413,-54.1303023,80.10635397,-12.16324403,19003.26
1,19057.656,19053.16364,-270.17,65.99314552,47.37702741,43.61884817,104.4507295,-34.00685448,14.78115283,44.39619745,19363.19
1,19054.661,19152.39164,322.61,92.76409014,48.79517109,49.46545921,121.46767,-7.23590986,9.278768233,132.0361864,19603.41
1,19079.531,19238.726,926.88,88.30449237,51.89827067,54.92900801,148.0224867,-11.69550763,79.08832919,123.1337488,19529.5
1,19193.076,19358.46036,1211.75,96.7134924,59.94127298,77.65060564,165.3418162,-3.286507596,22.95430855,120.2947476,19738.07
1,19320.031,19468.05927,943,82.29579555,66.26773432,81.1973205,191.4781467,-17.70420445,77.19560591,127.9921943,19795.87
1,19431.344,19585.50818,718.46,89.37836677,71.49319123,79.63147331,216.0133037,-10.62163323,33.12292273,113.6252902,19966
1,19499.658,19676.29655,802.95,86.37958217,74.2320869,72.48739252,243.3660891,-13.62041783,63.05793335,97.95595387,19930.68
1,19615.974,19820.15691,1352.02,97.08943583,78.70577939,83.05671445,264.9421544,-2.910564168,13.44192273,127.4810096,20290.89
1,19759.674,19958.31982,1372.61,97.0956475,84.18837459,93.40183393,303.5699562,-2.904352499,11.57108834,117.6897964,20375.87
1,19869.787,20020.99545,741.2,73.59745712,86.96115054,79.55974336,331.9833471,-26.40254288,91.03773585,92.60437966,20104.39
1,19936.551,20050.276,427.42,55.55766908,85.91760289,71.17905315,331.6753751,-44.44233092,59.86898077,35.97689798,20030.83
1,19902.345,19927.51218,-268.15,6.371316961,77.27832557,41.87675735,311.6926422,-93.62868304,90.16224809,-133.4331275,19261.35
1,19857.359,19777.92945,-658.43,4.721378866,68.92001422,39.83707144,239.6266067,-95.27862113,80.78037843,-182.0434302,19079.64
1,19792.748,19638.766,-703.91,12.75415552,60.52408054,33.98331177,168.7526548,-87.24584448,59.80131414,-136.7320823,19091.96
1,19729.418,19524.18818,-803.43,17.13521663,54.00802264,34.39994088,113.1297536,-82.86478337,66.46505376,-92.09609478,19162.57
1,19718.23,19546.86127,-76.56,60.04305986,51.07449195,47.80732356,82.90015896,-39.95694014,4.358794674,-8.93831971,19854.12
1,19744.414,19633.09582,-98.37,81.03939294,50.54047303,54.58676383,108.3155615,-18.96060706,6.018547926,55.22930347,20192.52
1,19736.997,19718.96964,-159.15,82.54090376,49.08561982,48.52737373,149.4312589,-17.45909624,65.25635554,75.5891676,20216.72
1,19720.105,19804.41564,102.56,81.9347153,47.5695266,46.54288849,181.3792748,-18.0652847,22.192163,68.27284349,20206.95
1,19738.365,19907.48564,256.16,87.65301525,48.97508242,54.05482226,204.8660037,-12.34698475,80.64173309,91.94582812,20286.99
1,19765.353,20009.73018,1039.36,88.51165294,52.2704808,56.15658363,226.3556826,-11.48834706,53.99300579,78.14456228,20300.71
1,19885.748,20136.99327,1385.66,96.09392117,61.24274122,87.93378326,243.8954674,-3.906078828,14.19660237,71.12540957,20465.3
1,20012.304,20220.53,1253.24,88.78447793,69.64905113,91.48560939,263.8585672,-11.21552207,77.27051322,67.44667119,20345.2
1,20171.797,20343.182,1524.32,95.44111465,77.91774704,92.99767614,273.6094193,-4.558885352,19.22453528,108.82947,20686.89
1,20336.805,20459.70073,958.53,96.83451015,85.88767639,93.19988271,302.2563898,-3.165489853,11.60891323,142.9492644,20812.65
1,20438.726,20557.25073,680.81,82.70839684,88.15421009,89.84557645,330.3442956,-17.29160316,53.60564933,163.2151582,20873.33
1,20506.452,20635.62418,653.06,77.67943132,87.81821393,85.86802246,352.4948593,-22.32056868,59.11718978,119.302101,20869.78
1,20542.988,20649.37473,375.13,47.23411803,84.28753536,65.12752567,361.4277475,-52.76588197,92.31417172,66.92664579,20582.08
1,20605.038,20701.09509,540.46,66.41313299,82.73537713,71.49736696,349.088842,-33.58686701,17.31194406,47.46994459,20827.45
1,20649.144,20723.46091,427.34,57.61176585,79.73125219,65.07835576,350.016514,-42.38823415,79.56567404,53.27456259,20728.05
1,20644.182,20651.08745,-214.21,15.3793708,72.41802397,48.71170423,333.34905,-84.6206292,92.90900941,-85.50269923,20251.09
1,20584.463,20509.98345,-477.09,20.95398932,64.90403079,36.0742285,279.8066421,-79.04601068,37.37469999,-224.509296,19868.11
1,20520.025,20349.32109,-986.07,11.07574756,57.13315775,35.29739251,207.2460422,-88.92425244,85.07689089,-159.069557,19700.82
1,20352.706,20075.44382,-1798.95,3.65848837,47.95489512,17.02177144,127.150098,-96.34151163,89.39594581,-165.5823978,19013.7
1,20031.976,19575.92455,-3267.98,15.36565247,39.80800936,8.013038697,-2.325860399,-84.63434753,66.77709634,-200.2182237,17605.35
1,19617.637,18975.55436,-4139.84,23.79020658,33.91619033,5.294844987,-208.3578719,-76.20979342,19.5046511,-196.5501131,16729.94
1,19290.066,18607.63309,-2988.01,38.50042983,29.99829018,20.19214845,-412.0074778,-61.49957017,38.52860202,-94.82597437,17594.07
1,18954.032,18231.57382,-3605.71,33.42036369,28.61691475,19.88586464,-515.8669569,-66.57963631,86.39612573,-74.01204777,17221.74
1,18707.453,18123.86982,-2366.39,53.5845185,27.3340533,30.95588587,-599.1273605,-46.4154815,4.942089221,-33.72670916,18361.66
1,18449.926,18023.02018,-2098.31,50.90433913,26.66331063,30.44109628,-586.1614338,-49.09566087,7.848867415,-31.35408386,18152.78
1,18234.011,17957.93182,-1776.17,58.1261177,30.93798532,32.49503425,-583.8386595,-41.8738823,70.87402777,-4.277172396,18091.94
1,18023.064,17871.50073,-1942.18,51.69099005,34.01168539,32.75892225,-584.1704872,-48.30900995,83.14223529,-17.94786156,17758.64
1,17817.853,17803.43636,-1364.99,52.84279639,38.18839027,33.06898606,-601.1215252,-47.15720361,60.90546119,-19.10616319,17648.71
1,17740.741,17880.65945,637.23,81.12735737,45.93527717,43.53841822,-606.1132845,-18.87264263,8.980757357,64.28005194,18242.58
1,17846.238,18047.85564,1930.38,93.40372503,53.73908443,60.59983723,-558.2972802,-6.596274965,51.53834346,143.1708926,18660.32
1,18039.56,18196.38691,1069.09,88.05848862,60.16591263,73.55413789,-487.1659636,-11.94151138,30.26465114,134.6901862,18663.16
1,18094.102,18214.556,917.75,58.59014184,62.17488383,57.246527,-433.2945067,-41.40985816,39.82374165,12.02213089,18139.49
1,18124.621,18111.43382,-834.73,7.396579843,59.57250545,53.8114923,-429.2132025,-92.60342016,95.09484711,-97.18467596,17526.93
1,18034.944,17991.48273,-687.89,15.47202591,55.76125619,34.67410884,-462.0047161,-84.52797409,46.08890811,-130.8826843,17464.89
1,17882.757,17736.20382,-1461.03,7.104118805,51.38123416,28.5698595,-498.5763506,-92.89588119,82.14005776,-178.486935,16630.91
1,17734.364,17504.43164,-1150.63,6.164670167,46.1850894,28.87842566,-576.3119619,-93.83532983,89.40035889,-145.2349419,16608.01
1,17653.414,17361.66364,-699.57,20.15917296,43.03190769,38.50357603,-627.1951574,-79.84082704,46.20347633,-88.97123446,16949.14
1,17665.206,17382.24836,-475.95,53.69584838,43.11721289,51.39444021,-625.7916038,-46.30415162,12.47185324,-6.148665725,17766.63
1,17652.473,17464.07455,-545.07,67.99762061,41.80423922,48.40156968,-559.1480451,-32.00237939,3.964921834,29.00394787,18115.25
1,17591.246,17535.99764,-615.11,69.99326611,39.46319332,41.5721707,-478.78329,-30.00673389,58.66632946,62.95530574,18048.05
1,17532.496,17624.07291,-63.83,87.15550863,39.37289532,41.96789894,-414.3487889,-12.84449137,80.65760097,85.72052936,18075.66
1,17480.307,17639.54636,90.67,62.48033787,39.76191493,42.73455489,-363.9856518,-37.51966213,76.93368744,30.61647817,17617.6
1,17501.082,17685.796,269.79,68.78730419,45.90098736,53.35501646,-348.5779288,-31.21269581,41.22044952,32.01904106,17734.68
1,17489.5,17658.15745,718.16,48.01493245,49.15527802,48.3065667,-330.4852608,-51.98506755,76.58465118,-17.5733489,17349.07
1,17591.466,17687.44291,1042.56,62.05407693,54.65027383,67.65828484,-333.3389381,-37.94592307,4.381890425,-15.2878301,17650.57
1,17711.284,17726.48364,857.05,68.02420015,60.83622683,69.83794273,-309.8405544,-31.97579985,29.72540803,28.51656038,17806.19
1,17798.969,17747.33927,59.36,58.49792962,64.67010249,66.24644722,-277.4549975,-41.50207038,84.9057633,49.51888076,17825.99
1,17804.754,17751.97764,-290.77,58.36954026,65.13747168,51.53643081,-247.649411,-41.63045974,41.94078236,8.264194966,17824.48
1,17751.101,17710.88055,-469.33,37.47353564,62.08506318,34.92681556,-225.1383016,-62.52646436,38.51996778,-76.37690082,17578.72
1,17614.084,17515.74945,-1397.78,2.575217182,55.34325829,23.78558118,-234.0417901,-97.42478282,92.70571568,-207.0233916,16677.88
1,17440.507,17284.07782,-1277.71,8.887266755,47.5164341,20.31623555,-302.0486106,-91.11273325,70.25903747,-201.1906237,16339.89
1,17332.955,17120.72745,-1192.6,19.13661917,43.18206223,29.84332246,-371.0155448,-80.86338083,15.63247913,-127.6442477,16542.08
1,17157.039,16873.92109,-1373.55,11.66971757,37.47030357,21.78463967,-415.8422146,-88.33028243,45.29154854,-135.5666683,15975.52
1,17014.504,16649.68127,-1726.85,20.23523392,34.69233372,24.39708719,-483.9534652,-79.76476608,11.72818159,-116.4384449,15923.72
1,16861.762,16487.61691,-1683.04,27.42161572,31.2290876,21.5192989,-532.2901916,-72.57838428,10.48264933,-76.90720151,16123.15
1,16693.941,16354.202,-1698.01,27.59566287,27.18623387,16.84309937,-551.0083965,-72.40433713,89.68318047,-41.33771655,16127.98
1,16447.077,16111.18545,-2467.13,4.767281209,21.81316903,12.38595294,-570.2563427,-95.23271879,80.07729439,-114.7289481,15357.35
1,16240.681,15986.35691,-1818.2,20.83981886,18.06019689,21.98142919,-623.2879402,-79.16018114,8.114415398,-86.37898786,15760.52
1,15963.758,15726.14036,-1868.39,2.861056767,14.598949,18.44879878,-645.2135432,-97.13894323,87.90133524,-161.2228834,14809.49
1,15779.316,15520.63164,-1506.43,7.522077022,15.09363499,23.73818203,-716.7630882,-92.47792298,68.2718281,-135.0039655,14833.46
1,15644.81,15377.99782,-1547.25,15.83097805,15.78800612,29.83406197,-760.7471954,-84.16902195,87.91368787,-80.26115626,14994.83
1,15519.542,15313.37782,-686.12,30.51447314,16.92579151,31.72529294,-771.7334392,-69.48552686,20.97080144,-51.12556475,15289.4
1,15543.739,15440.27745,293.77,76.77717795,23.43653755,53.19315156,-738.8591674,-23.22282205,6.908598427,80.9122875,16217.49
1,15560.05,15539.02127,-36.32,70.26414041,28.4394282,52.10859027,-646.0033798,-29.73585959,74.34752175,84.22945453,16086.83
1,15549.291,15621.84127,-112.42,66.71152916,32.36841954,48.56147332,-575.4528836,-33.28847084,39.56261605,63.82515854,16015.56
1,15573.622,15771.29564,1013.94,95.44804039,39.1536573,52.97409357,-513.1125525,-4.551959613,14.23286296,102.0327732,16371.29
1,15602.331,15784.17164,-116.08,54.49505308,44.12643448,53.54720254,-445.7474104,-45.50494692,87.7484891,31.05414662,15644.44
1,15588.941,15788.58782,817.13,53.49101891,47.39155449,48.17144449,-435.5872652,-46.50898109,38.69312988,-2.276959853,15626.62
1,15683.032,15817.944,916.94,60.46516869,53.15196568,66.59974383,-422.03085,-39.53483131,94.02006844,35.47368096,15750.4
1,15782.941,15845.12909,837.72,59.29500657,58.32925863,67.27160831,-397.3298726,-40.70499343,56.06879283,12.64654716,15832.55
1,15817.77,15765.16164,53.72,20.56103554,58.80226438,55.40764203,-375.1862076,-79.43896446,93.24171655,-89.560737,15343.12
1,15864.538,15754.12709,-460.41,39.78095865,59.72891293,57.00174265,-379.5016233,-60.21904135,17.8759994,-79.45353277,15757.08
1,15801.551,15703.77836,-499.21,25.0979101,54.56098615,37.79846655,-353.9973242,-74.9020899,62.81531377,-73.86833457,15587.62
1,15771.919,15701.77091,-225.05,42.67753786,51.80232589,44.41609443,-338.0987728,-57.32246214,10.71066407,-34.25061939,15790.51
1,15739.873,15687.80382,-676.19,34.41063321,48.5722363,44.01564157,-309.9312555,-65.58936679,86.62599718,2.908397323,15695.1
1,15683.508,15700.12509,163.2,54.29405373,44.45683763,38.42270231,-288.9256521,-45.70594627,52.75593328,57.47764529,15807.64
1,15734.43,15785.60727,527.04,89.93168681,48.00050101,62.39907278,-256.8117233,-10.06831319,14.16258889,133.9702325,16153.66
1,15796.187,15878.29091,493.79,84.73027477,51.12442659,64.5230626,-204.827504,-15.26972523,78.80040885,198.8088907,16244.19
1,15869.267,16002.83873,648.65,92.94927931,54.37283765,66.31687059,-152.4185961,-7.050720693,51.53979239,176.7553741,16481.2
1,15959.945,16161.032,1396.21,97.33929721,58.17726672,68.77095943,-90.40741649,-2.660702789,23.4836703,151.887479,16739.33
1,16104.02,16310.83655,1026.79,95.42612895,65.66377606,86.55816574,-23.2992205,-4.573871052,27.33299536,116.1157087,16783.87
1,16198.116,16418.84018,1110.42,87.68404962,70.45408516,78.64658175,31.20610418,-12.31595038,61.46831311,88.16144219,16698.04
1,16311.462,16513.92455,930.57,89.32210017,76.87650416,87.88454082,68.28629547,-10.67789983,70.08322882,77.78041453,16721.08
1,16445.009,16662.01873,1430.88,98.4194082,82.4506912,89.32595188,103.9359877,-1.580591803,6.75972354,106.3889793,17125.98
1,16577.095,16765.828,1208.32,84.95169352,87.50479723,88.56390433,155.5135105,-15.04830648,87.33385725,105.7250576,17015.96
1,16734.177,16911.53073,1224.8,97.49015881,91.82440774,90.02048387,192.2279295,-2.509841191,11.24497992,138.9210251,17378.46
1,16847.542,17012.10036,1043.12,84.91397464,91.32263652,83.19327731,241.1397888,-15.08602536,80.98049066,122.0680087,17287.31
1,16983.135,17148.93273,1118.92,98.27460848,92.67706989,85.12899432,275.300831,-1.725391522,12.04723062,136.6350768,17600.12
1,17084.105,17241.25364,751.57,78.6434024,91.2464822,78.01391679,317.7602238,-21.3565976,87.92156018,112.6777086,17490.9
1,17147.473,17293.78182,589.14,68.35856052,88.34840853,69.06492569,338.5664745,-31.64143948,48.82973494,55.07445969,17373.01
1,17203.017,17328.66127,641.27,65.41853871,85.34764951,66.82070912,342.826123,-34.58146129,40.52657346,34.81107986,17339.31
1,17241.278,17306.41273,359.57,38.61400056,80.4406446,60.48884527,336.305462,-61.38599944,75.58712338,-43.13560699,17080.65
1,17242.877,17214.73855,-388.91,5.500775957,72.05851218,50.37282635,305.498614,-94.49922404,86.99581665,-143.9938096,16737.07
1,17216.369,17145.28818,-155.06,26.43484842,64.8600562,42.88704276,257.2519592,-73.56515158,10.39309028,-140.5290144,16860.9
1,17190.059,17061.01382,-625.6,17.3493672,58.09982357,42.93266286,223.035358,-82.6506328,85.73011129,-96.24361482,16752.86
1,17150.048,17022.52127,-308.96,36.31165118,51.98197281,38.39837158,189.9047146,-63.68834882,9.416094084,-70.53140097,16978.35
