,A,B,C,E,F,G,H,I,J,K
2452,14483.372261894348,14484.085441945426,1018.8,63.043023310099535,58.720409019723,83.25046569601864,46.967334531331865,125.17975596518443,23.42375034,96.22482455
2453,14482.073149935997,14482.783930407115,931.48,64.56540188518197,59.299015471480516,81.99428617741827,46.30258442275457,126.8358412684814,77.39592368,88.1265928
2454,14478.970975867504,14479.675800426181,969.46,63.98114289643637,59.21853399159097,82.55718453453603,45.57123334459707,126.59724429797234,10.8157028,72.97493791
